row_index,lookup_key,name_zh_CN,name_ja_JP,name_en_US,role,class_paths,cost,cost_float32_bits,scratch_rule_key,terrain_mask,playthrough_mask,enabled_playthroughs,linked_group,selector,terrain_discriminator,raw_row_hex
217,0x00068E9D,武田士兵,武田兵士,Takeda Soldier,1,class1:ordinary;class2:ordinary,2.0,0x40000000,0xFFFF,0x0000,0x1F,1;2;3;4;5,10,0,150,361200009D8E0600FFFFFFFF00000040FD04FFFF00001F000A000196
218,0x0002ADEE,武田士兵,武田兵士,Takeda Soldier,1,class1:ordinary;class2:ordinary,2.0,0x40000000,0xFFFF,0x0000,0x1F,1;2;3;4;5,10,0,150,47120000EEAD0200FFFFFFFF000000400216FFFF00001F000A000196
219,0x000E9919,武田士兵,武田兵士,Takeda Soldier,1,class1:ordinary;class2:ordinary,2.0,0x40000000,0xFFFF,0x0000,0x1F,1;2;3;4;5,10,0,150,5A12000019990E00FFFFFFFF00000040770EFFFF00001F000A000196
220,0x00068DB9,武田士兵,武田兵士,Takeda Soldier,3,class1:ordinary;class2:ordinary,2.0,0x40000000,0xFFFF,0x0000,0x1F,1;2;3;4;5,10,0,150,6D120000B98D0600FFFFFFFF000000401318FFFF00001F000A000396
221,0x0005DEAF,武田士兵,武田兵士,Takeda Soldier,3,class1:ordinary;class2:ordinary,2.0,0x40000000,0xFFFF,0x0000,0x1F,1;2;3;4;5,10,0,150,86120000AFDE0500FFFFFFFF0000004024E4FFFF00001F000A000396
222,0x0005A605,武田士兵,武田兵士,Takeda Soldier,3,class1:ordinary;class2:ordinary,2.0,0x40000000,0xFFFF,0x0000,0x1F,1;2;3;4;5,10,0,150,A112000005A60500FFFFFFFF000000400513FFFF00001F000A000396
223,0x0004CD69,武田士兵,武田兵士,Takeda Soldier,1,class1:ordinary;class2:ordinary,2.0,0x40000000,0xFFFF,0x0000,0x1F,1;2;3;4;5,10,0,150,BD12000069CD0400FFFFFFFF00000040311EFFFF00001F000A000196
224,0x00081C1A,武田士兵,武田兵士,Takeda Soldier,1,class1:ordinary;class2:ordinary,2.0,0x40000000,0xFFFF,0x0000,0x1F,1;2;3;4;5,10,0,150,D51200001A1C0800FFFFFFFF00000040C2FDFFFF00001F000A000196
225,0x000010A6,武田士兵,武田兵士,Takeda Soldier,1,class1:ordinary;class2:ordinary,2.0,0x40000000,0xFFFF,0x0000,0x1F,1;2;3;4;5,10,0,150,EB120000A6100000FFFFFFFF00000040204DFFFF00001F000A000196
226,0x000B2C5F,武田士兵,武田兵士,Takeda Soldier,1,class1:ordinary;class2:ordinary,2.0,0x40000000,0xFFFF,0x0000,0x1F,1;2;3;4;5,10,0,150,001300005F2C0B00FFFFFFFF000000404096FFFF00001F000A000196
227,0x00014916,武田士兵,武田兵士,Takeda Soldier,1,class1:ordinary;class2:ordinary,2.0,0x40000000,0xFFFF,0x0000,0x1F,1;2;3;4;5,10,0,150,1713000016490100FFFFFFFF000000402954FFFF00001F000A000196
228,0x0000ABB5,武田士兵,武田兵士,Takeda Soldier,3,class1:ordinary;class2:ordinary,2.0,0x40000000,0xFFFF,0x0000,0x1F,1;2;3;4;5,10,0,150,2E130000B5AB0000FFFFFFFF000000407CD1FFFF00001F000A000396
229,0x00045389,武田士兵,武田兵士,Takeda Soldier,3,class1:ordinary;class2:ordinary,2.0,0x40000000,0xFFFF,0x0000,0x1F,1;2;3;4;5,10,0,150,4B13000089530400FFFFFFFF00000040D8EBFFFF00001F000A000396
230,0x000EF0A6,武田士兵,武田兵士,Takeda Soldier,3,class1:ordinary;class2:ordinary,2.0,0x40000000,0xFFFF,0x0000,0x1F,1;2;3;4;5,10,0,150,6A130000A6F00E00FFFFFFFF00000040A3C7FFFF00001F000A000396
231,0x0004B993,镰仓武士,鎌倉武士,Kamakura Warrior,0,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,11,0,177,8A13000093B90400FFFFFFFF0000803F92BEFFFF00001F000B0000B1
232,0x000751E9,镰仓武士,鎌倉武士,Kamakura Warrior,0,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,11,0,177,9C130000E9510700FFFFFFFF0000803F2598FFFF00001F000B0000B1
233,0x00043B3D,镰仓武士,鎌倉武士,Kamakura Warrior,0,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,11,0,177,AC1300003D3B0400FFFFFFFF0000803FD441FFFF00001F000B0000B1
234,0x000244A5,镰仓武士,鎌倉武士,Kamakura Warrior,0,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,11,0,177,BB130000A5440200FFFFFFFF0000803F4DCFFFFF00001F000B0000B1
235,0x0002BE81,镰仓武士,鎌倉武士,Kamakura Warrior,2,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,11,0,177,CC13000081BE0200FFFFFFFF0000803F341EFFFF00001F000B0002B1
236,0x000CCA01,镰仓武士,鎌倉武士,Kamakura Warrior,2,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,11,0,177,E313000001CA0C00FFFFFFFF0000803F8156FFFF00001F000B0002B1
237,0x0008511D,镰仓武士,鎌倉武士,Kamakura Warrior,2,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,11,0,177,FC1300001D510800FFFFFFFF0000803F4F95FFFF00001F000B0002B1
238,0x0007D73F,镰仓武士,鎌倉武士,Kamakura Warrior,0,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,11,0,177,161400003FD70700FFFFFFFF0000803F1D84FFFF00001F000B0000B1
239,0x0004F412,镰仓武士,鎌倉武士,Kamakura Warrior,0,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,11,0,177,2914000012F40400FFFFFFFF0000803F9799FFFF00001F000B0000B1
240,0x000D4695,镰仓武士,鎌倉武士,Kamakura Warrior,0,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,11,0,177,3A14000095460D00FFFFFFFF0000803FCB0CFFFF00001F000B0000B1
241,0x000772C8,镰仓武士,鎌倉武士,Kamakura Warrior,0,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,11,0,177,4A140000C8720700FFFFFFFF0000803F8DA0FFFF00001F000B0000B1
242,0x000CECC8,镰仓武士,鎌倉武士,Kamakura Warrior,2,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,11,0,177,5C140000C8EC0C00FFFFFFFF0000803FF474FFFF00001F000B0002B1
243,0x0002EE71,镰仓武士,鎌倉武士,Kamakura Warrior,2,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,11,0,177,7414000071EE0200FFFFFFFF0000803F8086FFFF00001F000B0002B1
244,0x000842C3,镰仓武士,鎌倉武士,Kamakura Warrior,2,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,11,0,177,8E140000C3420800FFFFFFFF0000803FB2E3FFFF00001F000B0002B1
245,0x00006C34,镰仓武士,鎌倉武士,Kamakura Warrior,1,class1:ordinary;class2:ordinary,2.0,0x40000000,0xFFFF,0x0000,0x1F,1;2;3;4;5,11,0,177,A9140000346C0000FFFFFFFF00000040B0A4FFFF00001F000B0001B1
246,0x000DCAC9,镰仓武士,鎌倉武士,Kamakura Warrior,1,class1:ordinary;class2:ordinary,2.0,0x40000000,0xFFFF,0x0000,0x1F,1;2;3;4;5,11,0,177,BC140000C9CA0D00FFFFFFFF0000004044E5FFFF00001F000B0001B1
247,0x0006FABC,镰仓武士,鎌倉武士,Kamakura Warrior,1,class1:ordinary;class2:ordinary,2.0,0x40000000,0xFFFF,0x0000,0x1F,1;2;3;4;5,11,0,177,CD140000BCFA0600FFFFFFFF000000400030FFFF00001F000B0001B1
248,0x000A8006,镰仓武士,鎌倉武士,Kamakura Warrior,1,class1:ordinary;class2:ordinary,2.0,0x40000000,0xFFFF,0x0000,0x1F,1;2;3;4;5,11,0,177,DD14000006800A00FFFFFFFF000000405714FFFF00001F000B0001B1
249,0x00002551,镰仓武士,鎌倉武士,Kamakura Warrior,1,class1:ordinary;class2:ordinary,2.0,0x40000000,0xFFFF,0x0000,0x1F,1;2;3;4;5,11,0,177,EF14000051250000FFFFFFFF00000040534FFFFF00001F000B0001B1
250,0x0009CCAF,镰仓武士,鎌倉武士,Kamakura Warrior,3,class1:ordinary;class2:ordinary,2.0,0x40000000,0xFFFF,0x0000,0x1F,1;2;3;4;5,11,0,177,01150000AFCC0900FFFFFFFF00000040E976FFFF00001F000B0003B1
251,0x0008C268,镰仓武士,鎌倉武士,Kamakura Warrior,3,class1:ordinary;class2:ordinary,2.0,0x40000000,0xFFFF,0x0000,0x1F,1;2;3;4;5,11,0,177,1915000068C20800FFFFFFFF000000403B14FFFF00001F000B0003B1
252,0x000C4D54,镰仓武士,鎌倉武士,Kamakura Warrior,3,class1:ordinary;class2:ordinary,2.0,0x40000000,0xFFFF,0x0000,0x1F,1;2;3;4;5,11,0,177,33150000544D0C00FFFFFFFF000000404A60FFFF00001F000B0003B1
253,0x000E1ABA,狱卒鬼,獄卒鬼,Jailer Oni,0,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,4E150000BA1A0E00FFFFFFFF0000803FEC12FFFF00001F0000000000
254,0x000232D5,狱卒鬼,獄卒鬼,Jailer Oni,2,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,5F150000D5320200FFFFFFFF0000803F6D81FFFF00001F0000000200
255,0x000BC496,狱卒鬼,獄卒鬼,Jailer Oni,1,class1:ordinary;class2:ordinary,3.0,0x40400000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,6F15000096C40B00FFFFFFFF00004040637CFFFF00001F0000000100
256,0x00099943,狱卒鬼,獄卒鬼,Jailer Oni,0,class1:ordinary;class2:ordinary,1.5,0x3FC00000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,8015000043990900FFFFFFFF0000C03F7B19FFFF00001F0000000000
257,0x000E6F42,狱卒鬼,獄卒鬼,Jailer Oni,2,class1:ordinary;class2:ordinary,1.5,0x3FC00000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,8E150000426F0E00FFFFFFFF0000C03FAEBDFFFF00001F0000000200
258,0x000F3566,狱卒鬼,獄卒鬼,Jailer Oni,1,class1:ordinary;class2:ordinary,3.0,0x40400000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,9F15000066350F00FFFFFFFF00004040416AFFFF00001F0000000100
259,0x0001A2E6,狱卒鬼,獄卒鬼,Jailer Oni,0,class1:ordinary;class2:ordinary,1.5,0x3FC00000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,B4150000E6A20100FFFFFFFF0000C03FF672FFFF00001F0000000000
260,0x0003CF7D,狱卒鬼,獄卒鬼,Jailer Oni,2,class1:ordinary;class2:ordinary,1.5,0x3FC00000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,C51500007DCF0300FFFFFFFF0000C03F8108FFFF00001F0000000200
261,0x000D0779,狱卒鬼,獄卒鬼,Jailer Oni,1,class1:ordinary;class2:ordinary,3.0,0x40400000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,DC15000079070D00FFFFFFFF000040407133FFFF00001F0000000100
262,0x000E8E25,狱卒鬼,獄卒鬼,Jailer Oni,0,class1:ordinary;class2:ordinary,1.5,0x3FC00000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,F4150000258E0E00FFFFFFFF0000C03F260DFFFF00001F0000000000
263,0x00026C12,狱卒鬼,獄卒鬼,Jailer Oni,1,class1:ordinary;class2:ordinary,3.0,0x40400000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,06160000126C0200FFFFFFFF00004040DF14FFFF00001F0000000100
264,0x000A6DDA,狱卒鬼,獄卒鬼,Jailer Oni,0,class1:ordinary;class2:ordinary,1.5,0x3FC00000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,1F160000DA6D0A00FFFFFFFF0000C03F0C41FFFF00001F0000000000
265,0x000B77A6,狱卒鬼,獄卒鬼,Jailer Oni,2,class1:ordinary;class2:ordinary,1.5,0x3FC00000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,2E160000A6770B00FFFFFFFF0000C03FCFFEFFFF00001F0000000200
266,0x000C0618,狱卒鬼,獄卒鬼,Jailer Oni,1,class1:ordinary;class2:ordinary,3.0,0x40400000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,4316000018060C00FFFFFFFF0000404082A5FFFF00001F0000000100
267,0x000643F5,山狗,山狗,Yamainu,1,class1:ordinary;class2:ordinary,3.0,0x40400000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,59160000F5430600FFFFFFFF0000404049EEFFFF00001F0000000100
268,0x0005A056,雷兽,雷獣,Raiju,1,class1:ordinary;class2:ordinary,3.0,0x40400000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,6116000056A00500FFFFFFFF000040402740FFFF00001F0000000100
269,0x0008BE37,野槌,野槌,Nozuchi,1,class1:ordinary;class2:ordinary,3.0,0x40400000,0xFFFF,0x0006,0x1F,1;2;3;4;5,0,0,0,6716000037BE0800FFFFFFFF000040401DA7FFFF06001F0000000100
270,0x0004A66A,野槌,野槌,Nozuchi,1,class1:ordinary;class2:ordinary,3.0,0x40400000,0xFFFF,0x0006,0x1F,1;2;3;4;5,0,0,0,6F1600006AA60400FFFFFFFF00004040DA68FFFF06001F0000000100
271,0x000ACB89,夜行兵,夜行兵,Yagyo Soldier,1,class1:ordinary;class2:ordinary,3.0,0x40400000,0xFFFF,0x0006,0x1F,1;2;3;4;5,0,0,0,7B16000089CB0A00FFFFFFFF000040408E6DFFFF06001F0000000100
272,0x0002D571,夜行兵,夜行兵,Yagyo Soldier,1,class1:ordinary;class2:ordinary,3.0,0x40400000,0xFFFF,0x0006,0x1F,1;2;3;4;5,0,0,0,8416000071D50200FFFFFFFF0000404086CAFFFF06001F0000000100
273,0x0003EFC9,夜行兵,夜行兵,Yagyo Soldier,1,class1:ordinary;class2:ordinary,3.0,0x40400000,0xFFFF,0x0006,0x1F,1;2;3;4;5,0,0,0,93160000C9EF0300FFFFFFFF00004040DBD5FFFF06001F0000000100
274,0x000DEE24,山彦,やまびこ,Yamabiko,0,class1:ordinary;class2:ordinary,1.5,0x3FC00000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,A616000024EE0D00FFFFFFFF0000C03F469EFFFF00001F0000000000
275,0x000481B0,山彦,やまびこ,Yamabiko,2,class1:ordinary;class2:ordinary,1.5,0x3FC00000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,AF160000B0810400FFFFFFFF0000C03FF69EFFFF00001F0000000200
276,0x000AA34F,撒沙婆婆,砂かけ婆,Sunakake-baba,1,class1:ordinary;class2:ordinary,3.0,0x40400000,0xFFFF,0x0006,0x1F,1;2;3;4;5,0,0,0,BE1600004FA30A00FFFFFFFF000040401DF8FFFF06001F0000000100
277,0x00041F70,地狱蜂,地獄蜂,Crucible Wasp,0,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0002,0x1F,1;2;3;4;5,0,0,0,CB160000701F0400FFFFFFFF0000803FC47CFFFF02001F0000000000
278,0x00053CC1,地狱蜂,地獄蜂,Crucible Wasp,0,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0002,0x1F,1;2;3;4;5,0,0,0,D7160000C13C0500FFFFFFFF0000803FDCF2FFFF02001F0000000000
279,0x000D6D7F,地狱蜂,地獄蜂,Crucible Wasp,0,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0002,0x1F,1;2;3;4;5,0,0,0,EA1600007F6D0D00FFFFFFFF0000803FBA99FFFF02001F0000000000
280,0x000C18A9,人鱼,人魚,Mermaid,1,class1:ordinary;class2:ordinary,1.5,0x3FC00000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,00170000A9180C00FFFFFFFF0000C03F2508FFFF00001F0000000100
281,0x0003EC8A,见越入道,見越し入道,Mikoshi Nyudo,1,class1:ordinary;class2:ordinary,3.0,0x40400000,0xFFFF,0x0006,0x1F,1;2;3;4;5,0,0,0,071700008AEC0300FFFFFFFF000040402FD6FFFF06001F0000000100
282,0x00091574,见越入道,見越し入道,Mikoshi Nyudo,1,class1:ordinary;class2:ordinary,3.0,0x40400000,0xFFFF,0x0006,0x1F,1;2;3;4;5,0,0,0,0F17000074150900FFFFFFFF0000404004FBFFFF06001F0000000100
283,0x0006F167,见越入道,見越し入道,Mikoshi Nyudo,1,class1:ordinary;class2:ordinary,3.0,0x40400000,0xFFFF,0x0006,0x1F,1;2;3;4;5,0,0,0,1C17000067F10600FFFFFFFF00004040A518FFFF06001F0000000100
284,0x00053347,朱盆,朱の盆,Shunobon,0,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,2A17000047330500FFFFFFFF0000803FAFC1FFFF00001F0000000000
285,0x0005E52D,朱盆,朱の盆,Shunobon,0,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,331700002DE50500FFFFFFFF0000803FBB2CFFFF00001F0000000000
286,0x00097AD6,朱盆,朱の盆,Shunobon,0,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,41170000D67A0900FFFFFFFF0000803FF3A9FFFF00001F0000000000
287,0x000A697F,朱盆,朱の盆,Shunobon,0,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,501700007F690A00FFFFFFFF0000803FB713FFFF00001F0000000000
288,0x000300B8,朱盆,朱の盆,Shunobon,2,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,60170000B8000300FFFFFFFF0000803FE450FFFF00001F0000000200
289,0x000DF255,朱盆,朱の盆,Shunobon,2,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,6F17000055F20D00FFFFFFFF0000803F8B96FFFF00001F0000000200
290,0x000E0BB4,朱盆,朱の盆,Shunobon,2,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,83170000B40B0E00FFFFFFFF0000803FDF36FFFF00001F0000000200
291,0x00060E01,朱盆,朱の盆,Shunobon,2,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,98170000010E0600FFFFFFFF0000803F5A47FFFF00001F0000000200
292,0x0006DE91,一目连,一目連,Ichimokuren,1,class1:ordinary;class2:ordinary,3.0,0x40400000,0xFFFF,0x0006,0x1F,1;2;3;4;5,0,0,0,AE17000091DE0600FFFFFFFF00004040FC74FFFF06001F0000000100
293,0x00000F02,饿鬼,餓鬼,Gaki,0,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,BA170000020F0000FFFFFFFF0000803F8A80FFFF00001F0000000000
294,0x000F0DC3,饿鬼,餓鬼,Gaki,0,class1:ordinary;class2:ordinary,2.0,0x40000000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,BF170000C30D0F00FFFFFFFF000000409727FFFF00001F0000000000
295,0x0009DB37,饿鬼,餓鬼,Gaki,2,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,C817000037DB0900FFFFFFFF0000803FF734FFFF00001F0000000200
296,0x000144D6,棘饿鬼,茨餓鬼,Thorned Gaki,0,class1:ordinary;class2:ordinary,1.5,0x3FC00000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,D3170000D6440100FFFFFFFF0000C03F5B08FFFF00001F0000000000
297,0x00099C30,棘饿鬼,茨餓鬼,Thorned Gaki,0,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,DC170000309C0900FFFFFFFF0000803F9F84FFFF00001F0000000000
298,0x0002CD16,棘饿鬼,茨餓鬼,Thorned Gaki,0,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,EB17000016CD0200FFFFFFFF0000803FEF2CFFFF00001F0000000000
299,0x000BF939,棘饿鬼,茨餓鬼,Thorned Gaki,2,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,FE17000039F90B00FFFFFFFF0000803F2EF6FFFF00001F0000000200
300,0x0002298A,饿鬼大将,餓鬼大将,Gaki Chief,1,class1:ordinary;class2:ordinary,3.0,0x40400000,0xFFFF,0x0006,0x1F,1;2;3;4;5,0,0,0,131800008A290200FFFFFFFF000040409E56FFFF06001F0000000100
301,0x00077FDE,幽鬼,幽鬼,Grudge Spirit,0,class1:ordinary;class2:ordinary,0.5,0x3F000000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,1E180000DE7F0700FFFFFFFF0000003FFED8FFFF00001F0000000000
302,0x00083085,狂骨,狂骨,Kyokotsu,1,class1:ordinary;class2:ordinary,3.0,0x40400000,0xFFFF,0x0006,0x1F,1;2;3;4;5,0,0,0,2418000085300800FFFFFFFF0000404030B9FFFF06001F0000000100
303,0x00056F1F,垢尝,垢嘗,Akaname,0,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,2E1800001F6F0500FFFFFFFF0000803FC233FFFF00001F0000000000
304,0x0007F476,冰柱女,つらら女,Tsurara-onna,1,class1:ordinary;class2:ordinary,3.0,0x40400000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,3618000076F40700FFFFFFFF00004040E39CFFFF00001F0000000100
305,0x000F3EB0,妖鬼,妖鬼,Yoki,1,class1:ordinary;class2:ordinary,3.0,0x40400000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,42180000B03E0F00FFFFFFFF000040401F3CFFFF00001F0000000100
306,0x0002E05C,妖鬼,妖鬼,Yoki,1,class1:ordinary;class2:ordinary,3.0,0x40400000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,551800005CE00200FFFFFFFF000040401947FFFF00001F0000000100
307,0x00091E1A,忍者妖鬼,忍者妖鬼,Ninja Yoki,1,class1:ordinary;class2:ordinary,3.0,0x40400000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,651800001A1E0900FFFFFFFF00004040B267FFFF00001F0000000100
308,0x000816E0,忍者妖鬼,忍者妖鬼,Ninja Yoki,1,class1:ordinary;class2:ordinary,3.0,0x40400000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,77180000E0160800FFFFFFFF00004040209DFFFF00001F0000000100
309,0x0005DB6E,忍者妖鬼,忍者妖鬼,Ninja Yoki,3,class1:ordinary;class2:ordinary,3.0,0x40400000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,881800006EDB0500FFFFFFFF00004040CAB9FFFF00001F0000000300
310,0x0005040C,亡骸武者,骸武者,Skeleton Warrior,0,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,9B1800000C040500FFFFFFFF0000803FBAD5FFFF00001F0000000000
311,0x000CB09A,亡骸武者,骸武者,Skeleton Warrior,2,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,AD1800009AB00C00FFFFFFFF0000803F7224FFFF00001F0000000200
312,0x000E3769,亡骸武者,骸武者,Skeleton Warrior,2,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,C318000069370E00FFFFFFFF0000803FCBEEFFFF00001F0000000200
313,0x0003B38C,亡骸武者,骸武者,Skeleton Warrior,2,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,DC1800008CB30300FFFFFFFF0000803F154FFFFF00001F0000000200
314,0x00028204,亡骸武者,骸武者,Skeleton Warrior,0,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,F618000004820200FFFFFFFF0000803FF9DDFFFF00001F0000000000
315,0x000BCC5B,亡骸武者,骸武者,Skeleton Warrior,1,class1:ordinary;class2:ordinary,2.0,0x40000000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,061900005BCC0B00FFFFFFFF000000400D49FFFF00001F0000000100
316,0x00056793,亡骸武者,骸武者,Skeleton Warrior,0,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,150,1519000093670500FFFFFFFF0000803F5966FFFF00001F0000000096
317,0x000CD93B,亡骸武者,骸武者,Skeleton Warrior,2,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,150,2E1900003BD90C00FFFFFFFF0000803F9956FFFF00001F0000000296
318,0x0008BC99,亡骸武者,骸武者,Skeleton Warrior,2,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,150,4B19000099BC0800FFFFFFFF0000803F04BFFFFF00001F0000000296
319,0x000892BB,亡骸武者,骸武者,Skeleton Warrior,2,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,150,6B190000BB920800FFFFFFFF0000803FF3AAFFFF00001F0000000296
320,0x000ED6B1,亡骸武者,骸武者,Skeleton Warrior,0,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,150,8C190000B1D60E00FFFFFFFF0000803F6A10FFFF00001F0000000096
321,0x0006A2C9,亡骸武者,骸武者,Skeleton Warrior,1,class1:ordinary;class2:ordinary,2.0,0x40000000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,150,A3190000C9A20600FFFFFFFF00000040ACB8FFFF00001F0000000196
322,0x000E2E6D,敷次郎,敷次郎,Dweller,0,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,B91900006D2E0E00FFFFFFFF0000803FDFF9FFFF00001F0000000000
323,0x00062699,敷次郎,敷次郎,Dweller,2,class1:ordinary;class2:ordinary,1.0,0x3F800000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,C419000099260600FFFFFFFF0000803F7C54FFFF00001F0000000200
324,0x00082783,敷次郎,敷次郎,Dweller,1,class1:ordinary;class2:ordinary,2.0,0x40000000,0xFFFF,0x0000,0x1F,1;2;3;4;5,0,0,0,D519000083270800FFFFFFFF000000401D4AFFFF00001F0000000100
